country,year,indicator,hh,hh_lo,hh_hi,plot,plot_lo,plot_hi,area,area_lo,area_hi,n_plot,n_hh
Zambia,2019,parcel_rentedin,0.044756527835219294,0.03653106494448767,0.05298199072595092,0.016960186414234003,0.01358823672633523,0.020332136102132775,0.012621715364076955,0.009750411292598153,0.015493019435555757,32057,7121
Zambia,2019,parcel_rentedout,0.0182512234434111,0.012830053749057806,0.023672393137764394,0.0049300667239508015,0.003091321508036651,0.006768811939864952,0.006164513310498913,0.0016148487741133892,0.010714177846884436,32057,7121
Zambia,2019,parcel_purchased,0.07858650571057396,0.06573971042001697,0.09143330100113095,0.06809678988839701,0.05666993709486381,0.07952364268193023,0.08271006825846522,0.06702123749638778,0.09839889902054266,21331,6740
Zambia,2019,parcel_certificate,0.05647210492009338,0.04496949260799984,0.06797471723218693,0.04674051911745637,0.03599535625893434,0.057485681975978406,0.061671897055800146,0.04596843139130333,0.07737536272029696,30920,6947
Tanzania (ASC),2009,parcel_rentedin,0.10751966317308438,0.10751966317308438,0.10751966317308438,0.08413874348346412,0.08413874348346412,0.08413874348346412,0.04474891676030648,0.04474891676030648,0.04474891676030648,66023,51905
Tanzania (ASC),2009,parcel_rentedout,0.02793111837413129,0.02793111837413129,0.02793111837413129,0.0213897742849159,0.0213897742849159,0.0213897742849159,0.016435802756010642,0.016435802756010642,0.016435802756010642,67319,51905
Tanzania (ASC),2009,parcel_purchased,0.1949181519139827,0.1949181519139827,0.1949181519139827,0.15253180581267833,0.15253180581267833,0.15253180581267833,0.15644846211497118,0.15644846211497118,0.15644846211497118,66023,51905
Tanzania (ASC),2009,parcel_certificate,0.06097345114003898,0.06097345114003898,0.06097345114003898,0.047714338134734184,0.047714338134734184,0.047714338134734184,0.05527970149555129,0.05527970149555129,0.05527970149555129,66023,51905
Tanzania (ASC),2019,parcel_rentedin,0.20071788143584954,0.20071788143584954,0.20071788143584954,0.15486434120339887,0.15486434120339887,0.15486434120339887,0.08530485304854363,0.08530485304854363,0.08530485304854363,38661,30042
Tanzania (ASC),2019,parcel_rentedout,0.02917394903341725,0.02917394903341725,0.02917394903341725,0.022013715481674287,0.022013715481674287,0.022013715481674287,0.02010131848803421,0.02010131848803421,0.02010131848803421,39503,30042
Tanzania (ASC),2019,parcel_purchased,0.07673829292433075,0.07673829292433075,0.07673829292433075,0.05920760568907322,0.05920760568907322,0.05920760568907322,0.05986625346951526,0.05986625346951526,0.05986625346951526,38661,30042
Tanzania (ASC),2019,parcel_certificate,0.07726113850190247,0.07726113850190247,0.07726113850190247,0.05961100839212354,0.05961100839212354,0.05961100839212354,0.05851561411572801,0.05851561411572801,0.05851561411572801,38661,30042
